,Author,Author,Fork,Fork
Liver Mesenchymal Stem Cells Inhibit T Cell Alloresponses,1,0,0,1
Liver Transplantation with Concurrent Pancreatoduodenectomy for Hilar Cholangiocarcinoma with Common Bile Duct Involvement,1,0,0,1
Liver allograft provides immunoprotection for the cardiac allograft in combined heart‚Äìliver transplantation,0.833333333,0.166666667,0,1
Liver fibrosis-4 score predicts mortality in critically ill patients with coronavirus disease 2019,0.5,0.5,0,1
Liver mesenchymal stem cells are superior inhibitors of NK cell functions through differences in their secretome compared to other mesenchymal stem cells,0.2,0.8,0,1
Liver transplantation for acute liver failure in a SARS-CoV-2 PCR-positive patient,0.444444444,0.555555556,0,1
Liver transplantation for hepatic graft-versus-host-disease: A United Network for Organ Sharing (UNOS) Database Study,0.166666667,0.833333333,0,1
Liver transplantation for peri-hilar cholangiocarcinoma,0,1,0,1
Liver transplantation trends and outcomes for hereditary hemorrhagic telangiectasia in the United States,0.333333333,0.666666667,0,1
Liver transplantation: When to say yes or no? Based on a case report,0,1,0,1
Liver transplantation: current status and challenges,0,1,0,1
Liver transplantation: rejection and tolerance,0,1,0,1
Living Donor Liver Transplantation (LDLT) for Hepatocellular Carcinoma (HCC) within and Outside Traditional Selection Criteria: A Multicentric North American Experience,0.533333333,0.466666667,0,1
Living donor liver transplantation for perihilar cholangiocarcinoma: outcomes and complications,0,1,0,1
Lobbying for tobacco control: Attitudes and experiences of Canadian legislators,1,0,1,0
Long-COVID Symptoms in Individuals Infected with Different SARS-CoV-2 Variants of Concern: A Systematic Review of the Literature,0,1,0,1
Long-Term Quality-Of-Life Of ARDS Survivors Compared To Patients At Risk Who Did Not Develop ARDS-A Population-Based Prospective Cohort Study,0.285714286,0.714285714,0,1
Long-term Outcomes With Ozanimod in the DAYBREAK Extension Trial by Number of MS Relapses During the Phase 3 Trials,1,0,1,0
Long-term acute care: where does it fit in the health care continuum?,0.428571429,0.571428571,1,0
Long-term effect of fingolimod on disability: 8-year disease outcomes by EDSS categories,1,0,1,0
Long-term efficacy of fingolimod treatment in relapsing-remitting patients who did not respond to interferon treatment,1,0,1,0
Long-term fingolimod treatment in patients with RRMS: MRI outcomes from the LONGTERMS study,1,0,1,0
Long-term increases in mental disorder diagnoses after invasive mechanical ventilation for severe childhood respiratory disease: A propensity matched observational cohort study,0.6,0.4,0,1
Long-term outcomes and prognostic factors for patients requiring renal replacement therapy after cardiac surgery,0.25,0.75,0,1
Long-term safety and effectiveness of fingolimod-7-year data from the LONGTERMS study,1,0,1,0
Long-term safety and efficacy of ozanimod in relapsing multiple sclerosis in daybreak: an open-label extension study of ozanimod phase 1-3 trials,1,0,1,0
Long-term survival And quality Of life after transfusion-associated pulmonary edema in critically III medical patients,0.6,0.4,0,1
Longer-term Efficacy of Ofatumumab in Patients with Relapsing Multiple Sclerosis,0.5,0.5,1,0
Longitudinal Changes in the Operative Experience for Junior Urology Residents,0.333333333,0.666666667,0,1
Longitudinal analysis of electrolyte prolife in intensive care COVID-19 patients,0.666666667,0.333333333,0,1
Longitudinal monitoring of anti-SARS-CoV-2 RBD IgG antibodies after BNT162b2 vaccination in healthcare workers,1,0,0,1
Longterm neuromuscular and neuropsychological complications in patients at risk who did and did not develop acute respiratory distress syndrome,1,0,0,1
Long‚Äêterm outcomes of patients undergoing simultaneous liver transplantation and sleeve gastrectomy,0,1,0,1
"Lottery promotions at the point-of-sale in Ontario, Canada",0.333333333,0.666666667,1,0
"Low-frequency, low-magnitude vibrations (LFLM) enhances chondrogenic differentiation potential of human adipose derived mesenchymal stromal stem cells (hASCs)",0.5,0.5,0,1
Low-income and middle-income countries leading the way with tobacco control policies,0.6,0.4,1,0
Lower Prehospital Hemoglobin A1c Values Are Associated With Ards Development In Patients With Diabetes Mellitus Hospitalized For Sepsis,0,1,0,1
Lower nasopharyngeal viral load in young SARS-CoV-2-positive subjects,1,0,0,1
LumiraDX SARS-CoV-2 Antigen Test for Diagnosing Acute SARS-CoV-2 Infection: Critical Literature Review and Meta-Analysis,0.5,0.5,0,1
Lung cancer mortality and smoking cessation among middle-aged women by age at quitting,1,0,1,0
Lymphopenia and neutrophilia at admission predicts severity and mortality in patients with COVID-19: a meta-analysis,0.25,0.75,0,1
"M Mahfouz, A. and Rondeau, V., 2007",1,0,1,0
MANAGEMENT AND LONG-TERM OUTCOMES OF WOUND-HEALING COMPLICATIONS ASSOCIATED WITH RAPAMYCIN: 1108,1,0,0,1
MATERNAL SMOKING DURING PREGNANCY AND SUBSEQUENT CHILD-DEVELOPMENT,1,0,1,0
MB-026 CORRELATION OF AGE AND MOOD DISORDER QUESTIONNAIRE (MDQ) SCOREWITH MORNINGNESS-EVENINGNESS QUESTIONNAIRE (MEQ) SCORE IN PATIENTSWITH BIPOLAR DISORDER,0.375,0.625,0,1
MECHANISM OF ATRIAL-NATRIURETIC-PEPTIDE (ANP) RELEASE BY MANNITOL,1,0,1,0
MITOCHONDRIAL DAMAGE ASSOCIATED MOLECULAR PATTERNS (DAMPS) INDUCE ENDOTHELIAL BARRIER DYSFUNCTION,1,0,0,1
MORTALITY IN ESRD PATIENTS UNDERGOING THERAPEUTIC HYPOTHERMIA AFTER CARDIAC ARREST,0,1,0,1
MP54-02 PREDICTORS OF UNRECOGNIZED INFECTION IN PATIENTS WITH URETERAL STONES IN THE EMERGENCY DEPARTMENT,0.111111111,0.888888889,0,1
MS management during the COVID-19 pandemic,1,0,1,0
MULTIPLE Œ≤-LACTAM RESISTANCE IN ENTEROBACTER CLOACAE FOLLOWING CEFTAZIDIME MONOTHERAPY,1,0,1,0
Machine learning in data abstraction: a computable phenotype for sepsis and septic shock diagnosis in the intensive care unit,0.333333333,0.666666667,0,1
Machine-assessed tar yield marketing on cigarette packages from two cities in South Korea,0.5,0.5,1,0
Magnetocardiography-derived 3D current density maps show increased sensitivity and localization of ischemic damage in high risk unstable angina patients,0.333333333,0.666666667,0,1
Maintaining Hemostasis and Preventing Thrombosis in COVID-19â€”Part I: Circulating Plasminogen Concentration at Admission in Patients with Coronavirus Disease 2019 (COVID-19),0.5,0.5,0,1
Making Sense of Monkeypox: A Comparison of Other Poxviruses to the Monkeypox,0.5,0.5,0,1
Making sense of rapid antigen testing in severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) diagnostics,1,0,0,1
Maladies chroniques et blessures au Canada,1,0,1,0
Malaysia tries to follow Australia's path: A top researcher and advocate pushes for change,1,0,1,0
Male smoking reduction behaviour in response to China‚Äôs 2015 cigarette tax increase,0.5,0.5,1,0
"Malignant gliomas: current perspectives in diagnosis, treatment, and early response assessment using advanced quantitative imaging methods",0.5,0.5,0,1
Management of Complications Caused By a Massive Left Ventricle Tumor in a Neonate,0.5,0.5,0,1
Management of Complications Caused by a Massive Left Ventricle Tumor in a Neonate,0,1,0,1
Management of complications caused by a massive left ventricle tumor in a neonate,0,1,0,1
Management of pediatric septic shock in the emergency department,0,1,0,1
Manipulated: graphic health warnings on smokeless tobacco in rural India,0,1,1,0
Mapping Physicians‚Äô Admission Diagnoses to Structured Concepts for Fully,1,0,0,1
Mapping physicians' admission diagnoses to structured concepts towards fully automatic calculation of acute physiology and chronic health evaluation score,0.4,0.6,0,1
Marketing of flavored cigarettes at the point-of-sale (POS) near schools in 5 Latin American cities,0.666666667,0.333333333,1,0
Mayo Clinic Critical Care Case Review,0,1,0,1
Mayo Clinic Infectious Disease Case Review: With Board-style Questions and Answers,0,1,0,1
Mean platelet volume predicts severe COVID-19 illness,1,0,0,1
"Measures of emergency department crowding, a systematic review. how to make sense of a long list",0.333333333,0.666666667,0,1
Measuring renal blood flow in acute kidney injury: Finally putting the horse before the cart,0,1,0,1
Mechanical ventilation in children on venovenous ECMO,0,1,0,1
"Mechanisms underlying'negative vaccination'and long-term allograft survival achieved using pharmacologically-modified, alloAg-pulsed host DC.",1,0,0,1
Median and ulnar nerve anastomoses in the upper limb: A metaâ€analysis,0.666666667,0.333333333,0,1
Mediastinal Adenopathy After COVID-19 Infection,0,1,0,1
Medical apparatus for insertion into a body passage and methods for use,0.4,0.6,0,1
"Meeting the online educational needs of international health promoters: an evaluation of a comprehensive, multilingual global training program in tobacco control",0.5,0.5,1,0
Melhora dos desfechos em pacientes graves nos pa√≠ses em desenvolvimento: qual o pr√≥ximo passo?,0,1,0,1
Menthol and Other Flavor Chemicals in Cigarettes from Vietnam and the Philippines,0.666666667,0.333333333,1,0
Menthol and flavor capsule cigarettes in the Philippines: a comparison of pack design,0.5,0.5,1,0
Menthol cigarette smoker reactions to an implemented menthol cigarette ban,0,1,1,0
Mesenchymal stem cell‚Äìderived extracellular vesicles induce regulatory t cells to ameliorate chronic kidney injury,0.142857143,0.857142857,0,1
Metabolic syndrome and acute respiratory distress syndrome in hospitalized patients with COVID-19,0.506493506,0.493506494,0,1
Metal Concentrations in e-Cigarette Liquid and Aerosol Samples: The Contribution of Metallic Coils,0.714285714,0.285714286,1,0
Metal concentrations in e-cigarette liquid and aerosol samples: the contribution of metallic coils,0.625,0.375,1,0
"Metformin Decreases Reactive Oxygen Species, Enhances Osteogenic Properties of Adipose-Derived Multipotent Mesenchymal Stem Cells In Vitro, and Increases Bone Density In Vivo",0.4,0.6,0,1
Methodological wishes for the next decade and how to make wishes come true,0,1,1,0
"Mez o B, Kiszel P, Masszi T, VÃ¡lyi-Nagy I and ProhÃ¡szka Z (2022) Complement Levels at Admission Reflecting Progression to Severe Acute Kidney Injury (AKI) in Coronavirus â€¦",1,0,0,1
"Microbiology, time course and clinical characteristics of infection in critically ill patients receiving packed red blood cell transfusion",1,0,0,1
Microthrombi and decreased cerebral microvascular blood flow in infants with cardiac arrest,0.5,0.5,0,1
Mild Adverse Reactions after COVID-19 Vaccination: Updated Analysis of Italian Medicines Agency Data,1,0,0,1
Mild cognitive impairment and risk of critical illness,0.333333333,0.666666667,0,1
Mild therapeutic hypothermia in cardiogenic shock syndrome,0,1,0,1
Minerals in dialysis therapy: an introduction,0,1,1,0
Minimization of surgical site infections in patients with delayed sternal closure after pediatric cardiac surgery,0,1,0,1
Minimized double guide RNA libraries enable scale-limited CRISPR/Cas9 screens,0.625,0.375,0,1
Misleading Tobacco Packaging: Moving Beyond Bans on,0,1,1,0
"Misleading descriptors on cigarette packs in Indonesia, the Philippines and Vietnam: before and after implementation of misleading packaging regulations",0.666666667,0.333333333,1,0
Mitigation of SARS-CoV-2 by Using Transition Metal Nanozeolites and Quaternary Ammonium Compounds as Antiviral Agents in Suspensions and Soft Fabric Materials,0.333333333,0.666666667,0,1
Mitochondrial DAMPs increase endothelial permeability through neutrophil dependent and independent pathways,0.428571429,0.571428571,0,1
Mitral Valve Replacement Using Subvalvular Apparatus: A Systematic Review and Meta-Analysis.,1,0,0,1
Modelling Primary Sclerosing Cholangitis using Induced Pluripotent Stem Cell-Derived Cholangiocytes and 3-Dimensional Biliary Spheroids,0.714285714,0.285714286,0,1
"Moderation in structural equation modeling: Specification, estimation, and interpretation using quadratic structural equations",1,0,1,0
"Modification of Social Determinants of Health by Critical Illness, and Consequences of that Modification for Recovery: A Multinational Qualitative Study",0.571428571,0.428571429,1,0
Modification of social determinants of health by critical illness and consequences of that modification for recovery: an international qualitative study,0.72,0.28,1,0
Molecular sonography with targeted microbubbles: current investigations and potential applications,0,1,0,1
Monday-Enhanced CEASE Program for Underserved Ethnic Minorities: a Mixed-Methods Study,0.375,0.625,1,0
Money or Charity: Is it Irrelevant What Employees Strive for as Long as Their Values Match?,0.5,0.5,1,0
Monitoring of the immunogenic response to Pfizer BNT162b2 mRNA COVID-19 vaccination in healthcare workers with Snibe SARS-CoV-2 S-RBD IgG chemiluminescent immunoassay,1,0,0,1
Mortality Prediction Using SaO2/FiO2 Ratio Based on eICU Database Analysis,0.2,0.8,0,1
"Mortality and severity in COVID-19 patients on ACEIs and ARBs‚Äîa systematic review, meta-analysis, and meta-regression analysis",0.363636364,0.636363636,0,1
